Date,Agency,Category,Information,Link
16. December 2024,USA Food & Drug Administration FDA,Guidance,"NDA e-Submission of NDA, BLA for Planning of Bioresearch Monitoring (BIMO)",
16. December 2024,USA Food & Drug Administration FDA,Guidance,FDAÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Role in the Revision of the Declaration of Helsinki,
16. December 2024,USA Food & Drug Administration FDA,Guidance,Registration and Listing of Cosmetic Product Facilities and Products,
16. December 2024,World Health Organisation WHO,Guidance,Implementation of a Quality System in Blood Establishments,
16. December 2024,World Health Organisation WHO,Guidance,Identify Barriers in Blood Services using Blood System Self-assessment (ÃƒÂ¢Ã¢â€šÂ¬Ã…Â½BSS),
9. December 2024,ANVISA Brazil,News,"Anvisa launches its new legislation Portal, AnvisaLegis",
9. December 2024,European Commission,Guidance,MDCG 2024-15 clinical investigation reports in the absence of EUDAMED,
9. December 2024,European Commission,Information,24 European Reference Networks for Rare Diseases,
9. December 2024,European Directorate for the Quality of Medicines & HealthCare,News,180th session of the European Pharmacopoeia Commission,
9. December 2024,European Directorate for the Quality of Medicines & HealthCare,Publication,ELISA determination of physical particle titre of AAV2-based vector preparations,
9. December 2024,European Medicines Agency,Guidance,Data Quality Framework for EU medicines regulation,
9. December 2024,European Medicines Agency,Guidance,Good Clinical Practice ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ICH E6(R3) Annex 2,
9. December 2024,European Medicines Agency,Guidance,Abbreviations used in EMA scientific committees & CMD documents,
9. December 2024,European Medicines Agency,Guidance,Veterinary medicines Format for the electronic submission,
9. December 2024,European Medicines Agency,Concept Paper,Need for Revision of the Addendum on Weight Control in Children,
9. December 2024,European Medicines Agency,Guidance,Clinical requirements for non-replacement therapy in haemophilia A and B,
9. December 2024,European Medicines Agency,Guidance,Submission Investigational medicinal products EudraVigilance (XEVMPD),
9. December 2024,"Health Sciences Authority (HSA), Singapore",Guidance,"GN-37-R1 Change Management Program (CMP) for SaMD, ML SaMD)",
9. December 2024,"Health Sciences Authority (HSA), Singapore",Pilot,"Change Management Program (CMP) for SaMD, including ML-enabled SaMD)",
9. December 2024,ISO (International Organization for Standardization),Standard,ISO Update November 1. to 1. December 2024,
9. December 2024,International Council for Harmonisation,Guidance,ICH M15 General Principles for Model-informed Drug Development MIDD,
9. December 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Good laboratory practice (GLP) for safety tests on chemicals,
9. December 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations guidance,
9. December 2024,Swissmedic,Guidance,"Swissmedic eGov Portal	Forms: December 2024",
9. December 2024,Swissmedic,Guidance,Temporary authorisation for human medicinal products,
9. December 2024,Swissmedic,Guidance,Authorisation veterinary medicinal product under Art. 13 TPA,
9. December 2024,Swissmedic,Consultation,ICH Guidelines E6(R3) and M15 Open in Switzerland Until 28 February 2025,
9. December 2024,"Team Notified Body, Europe",Position Paper,regulatory framework for the medical devices sector,
9. December 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Changes to the Permissible Ingredients Determination,
9. December 2024,USA Food & Drug Administration FDA,Guidance,Predetermined Change Control Plan for AI-Enabled Device Software Functions,
9. December 2024,USA Food & Drug Administration FDA,Guidance,Accelerated Approval ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Expedited Program for Serious Conditions,
9. December 2024,USA Food & Drug Administration FDA,Report,Draft Best Practices for FDA Communication with Interested Parties,
9. December 2024,USA Food & Drug Administration FDA,Report,Report on Risks and Benefts to Health of Non-Device Software Functions,
9. December 2024,World Health Organisation WHO,Guidance,WHO Drug Information Volume 38 Number 2 2024,
9. December 2024,World Health Organisation WHO,Guidance,WHO Drug Information Volume 38 Number 3 2024,
2. December 2024,ANVISA Brazil,News,Anvisa approves update of the 2024-2025 Regulatory Agenda,
2. December 2024,ANVISA Brazil,Guidance,Notification and Registration of Medical Devices,
2. December 2024,Egyptian Drug Authority,Guidance,Reliance Pathway for Laboratory Testing of Medical Products,
2. December 2024,Egyptian Drug Authority,Form,Application Form and CMC Differences Form for Reliance Pathway 2024,
2. December 2024,European Commission,Guidance,MDCG 2024-14 - Guidance on the implementation UDI-DI for contact lenses,
2. December 2024,European Commission,Report,CEN-CENELEC Sector Forum for Healthcare Standards (SFHS/ABHS),
2. December 2024,European Commission,Report,Context of the Performance Evaluation Consultation Procedure (PECP),
2. December 2024,European Commission,Dashboard update,Study the monitoring of availability of medical devices on the EU market,
2. December 2024,European Directorate for the Quality of Medicines & HealthCare,News,General Chapter Elemental Impurities (G-07) Harmonised Pharmacopoeial Group,
2. December 2024,European Directorate for the Quality of Medicines & HealthCare,Guidance,Content of the dossier for sterile substances,
2. December 2024,European Medicines Agency,Presentation,SME Info Day - EMA activities on medical devices,
2. December 2024,European Medicines Agency,Guidance,QRD statements for metered dose inhalers containing fluorinated gases,
2. December 2024,European Medicines Agency,Consultation,Guideline on demonstration of therapeutic equivalence for nasal products,
2. December 2024,European Medicines Agency,Fees,New Fee Regulation (from 1 January 2025),
2. December 2024,European Medicines Agency,Guidance,Scientific guidelines with SmPC recommendations,
2. December 2024,European Medicines Agency,Guidance,SMS Guidance for External Users,
2. December 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment CommitteeÃƒâ€šÃ‚(PRAC) 25-28 November 2024,
2. December 2024,International Council for Harmonisation,Guidance,Good Clinical Practice ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ICH E6(R3) Annex 2,
2. December 2024,International Council for Harmonisation,Guidance,ICH Q13 IWG Video Training Material Modules 1-12,
2. December 2024,International Council for Harmonisation,Consultation,"Post-Approval Chemistry, Manufacturing,& Controls Collaborative Assessment",
2. December 2024,National Agency for Food & Drug Administration & Control Nigeria,Guidance,Good Manufacturing Practice for Pharmaceutical Products,
2. December 2024,National Agency for Food & Drug Administration & Control Nigeria,Guidance,Clinical Trial Application In Nigeria,
2. December 2024,Medicines and Healthcare products Regulatory Agency,Guidance,MHRA Windsor Framework Video Explainers,
2. December 2024,South African Health Products Regulatory Authority,Guidance,Sealing and Unsealing of Hazardous Substances,
2. December 2024,"Team Notified Body, Europe",Position Paper,"Questionnaire, Artificial Intelligence in Medical Devices",
2. December 2024,"Team Notified Body, Europe",Press Release,MDR Technical Documentation Training for Manufacturers,
2. December 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,IVD sponsors: a roadmap to market,
2. December 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Use of Medicinal Cannabis,
2. December 2024,USA Food & Drug Administration FDA,Guidance,Transitional Enforcement Policy for EtO Facility Changes for Class III Devices,
2. December 2024,USA Food & Drug Administration FDA,Guidance,Follow-Up Testing for an Ames-Positive Drug (Active Ingredient) or Metabolite,
2. December 2024,USA Food & Drug Administration FDA,Guidance,Ovarian Toxicity in Premenopausal Adults Development for Oncologics,
2. December 2024,USA Food & Drug Administration FDA,Guidance,Use of Circulating Tumor Deoxyribonucleic Acid for Drug Development,
25. November 2024,ANVISA Brazil,Regulation,"RDC NÃƒâ€šÃ‚Âº 938, DE 14 DE NOVEMBRO DE 2024",
25. November 2024,ANVISA Brazil,Regulation,"RDC NÃƒâ€šÃ‚Âº 937, DE 14 DE NOVEMBRO DE 2024",
25. November 2024,Egyptian Drug Authority,Consultation,Labelling Requirements for Investigational Medicinal Products,
25. November 2024,Egyptian Drug Authority,Monograph,Release of the third edition of the Egyptian Herbal Monograph 2024,
25. November 2024,European Commission,Guidance,Gradual roll out of EUDAMED Q&A,
25. November 2024,European Union,Directive,(EU) 2024/2853 on liability for defective products,
25. November 2024,European Union,Regulation,(EU) 2024/2847 Cyber Resilience Act,
25. November 2024,European Medicines Agency,Call to Action,Antimicrobial Resistance,
25. November 2024,European Medicines Agency,Report,Social Media Data for Real World Evidence in Regulatory Decision Making,
25. November 2024,European Medicines Agency,Template,Request advice clinical development strategy MDCG 2024-10,
25. November 2024,European Medicines Agency,Template,Request advice on the orphan device status MDCG 2024-10,
25. November 2024,European Medicines Agency,Newsflash,CTIS newsflash ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 19. November 2024,
25. November 2024,European Medicines Agency,Roadmap,EMA Portfolio Roadmap 2024-2026,
25. November 2024,Medicines and Healthcare products Regulatory Agency,Notification,Innovative Licensing and Access Pathway,
25. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting an application for review by the ACBS,
25. November 2024,South African Health Products Regulatory Authority,Form,Licence to Import a New Listed Electromagnetic Product,
25. November 2024,South African Health Products Regulatory Authority,Form,"Licence Use, Operate, Apply Install, or Keep Installed MRI Medical",
25. November 2024,South African Health Products Regulatory Authority,Form,"Licence Use, Operate, Apply Install, or Keep Installed MRI (Veterinary)",
25. November 2024,Swissmedic,Guidance,Reporting a serious incident - handling of labile blood products,
25. November 2024,Swissmedic,Form,Reporting serious incidents involving labile blood products,
25. November 2024,Swissmedic,Guidance,Notifications devitalised human tissue,
25. November 2024,Swissmedic,Guidance,Application establishment licence medicinal products,
25. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Using the 'TGA assessed' claim on medicine labels,
25. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Adopted International Scientific Guidelines,
25. November 2024,USA Food & Drug Administration FDA,Guidance,Q&A Developing Potential Cellular and Gene Therapy Products,
25. November 2024,USA Food & Drug Administration FDA,Guidance,510(k) Third Party Review Program & 3rd Part (EUA) Review,
25. November 2024,USA Food & Drug Administration FDA,Guidance,"Non-Spinal Bone Plates, Screws, Washers - (510(k)) Submissions",
25. November 2024,USA Food & Drug Administration FDA,Guidance,"Non-Spinal Bone Plates, Screws, Washers - Performance Criteria",
25. November 2024,USA Food & Drug Administration FDA,MDDT Tools,Wound Q,
25. November 2024,USA Food & Drug Administration FDA,Standards,Recent Additions to Consensus Standards,
25. November 2024,USA Food & Drug Administration FDA,Standard,New Alternative Standard related to mammography report assessments,
25. November 2024,World Health Organisation WHO,Meeting,Responsible use of the life sciences and dual-use research,
25. November 2024,World Health Organisation WHO,Guidance,"Human genome data collection, access, use and sharing",
18. November 2024,European Commission,Guidance,MDCG 2023-3 Rev. 1 Q&A on vigilance terms MDR IVDR,
18. November 2024,European Medicines Agency,Notification,Arrangements for requesting EMA certificates before end of year,
18. November 2024,European Medicines Agency,Report,Monthly statistics October 2024 Medicinal products for human use,
18. November 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment Committee11-14 Nov. 2024,
18. November 2024,European Medicines Agency,Consultation,Regulatory Science Research Needs,
18. November 2024,European Medicines Agency,Consultation,European Platform for Regulatory Science Research,
18. November 2024,European Medicines Agency,Guidance,Q&A good manufacturing practiceÃƒâ€šÃ‚andÃƒâ€šÃ‚good distribution practice.,
18. November 2024,European Directorate for the Quality of Medicines & HealthCare,Report,Certification Monthly Report October 2024,
18. November 2024,ISO (International Organization for Standardization),Standard,ISO Update October 1. to 1. November 2024,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Consultation,Regulations: Routes to market and in vitro diagnostic devices,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Consultation,Harmonisation ICH E6 (R3) Guideline,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Implementation of medical devices future regime,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Early Access to Medicines Scheme - Information for Applicants,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Trials Regulations webinar recordings,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Marketing Authorisation Applications under Article 29,
18. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Medical devices: UK approved bodies,
18. November 2024,Medical Device Authority Malaysia,Guidance,Control of Obsolete & Discontinued Medical Device In Healthcare,
18. November 2024,Department of Health Hong Kong Special Administration,Guidance,Various Technical References have been updated,
18. November 2024,Swissmedic,Forms,Forms for November 2024,
18. November 2024,Swissmedic,Guidance,Mandatory reporting of adverse reactions during a clinical trials,
18. November 2024,Swissmedic,Guidance,Product information for human medicinal products,
18. November 2024,Swissmedic,Guidance,Patienteninformation fÃƒÆ’Ã‚Â¼r KomplementÃƒÆ’Ã‚Â¤rarzneimittel,
18. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,ICH guidelines adopted in Australia,
18. November 2024,USA Food & Drug Administration FDA,Guidance,Safety Assessment of Oligonucleotide-Based Therapeutics,
18. November 2024,USA Food & Drug Administration FDA,Guidance,FDA's Voluntary Qualified Importer Program,
18. November 2024,World Health Organisation WHO,Guidance,Digital transformation handbook for health supply chain architecture,
11. November 2024,Egyptian Drug Authority,Guidance,In-Use stability testing FAQ,
11. November 2024,Egyptian Drug Authority,Guidance,National Egyptian Crash Cart and Emergency Lists,
11. November 2024,Egyptian Drug Authority,Declaration,Procedures for registering human products,
11. November 2024,Egyptian Drug Authority,Declaration,Public dissemination of Clinical Trials scientific and regulatory data,
11. November 2024,European Commission,EUDAMED,Release Notes Playground v 3.10.0  Release Notes,
11. November 2024,European Commission,Update,Notified bodies survey on certifications and applications,
11. November 2024,European Medicines Agency,Guidance,European Shortages Monitoring Platform (ESMP),
11. November 2024,European Medicines Agency,Consultation,Revised list of enabling tools,
11. November 2024,European Directorate for the Quality of Medicines & HealthCare,News,OMCL Network welcomes TÃƒÆ’Ã‚Â¼rkiye as a full member,
11. November 2024,European Directorate for the Quality of Medicines & HealthCare,Guidance,Medication Review,
11. November 2024,Medicines and Healthcare products Regulatory Agency,Statement,Innovative Licensing and Access Pathway,
11. November 2024,"MEDSAFE, New Zealand",Guidance,Manufacture of medicines Edition 5.4,
11. November 2024,"NMPA-National Medical Products Administration, PR China",Report,China Medical Device Standards Management Annual Report (2023),
11. November 2024,South African Health Products Regulatory Authority,Announcement,SAHPRA Engagement Portal,
11. November 2024,Swissmedic,Forms,Forms for November 2024,
11. November 2024,Swissmedic,Guidance,Authorisation of medicinal product with known active substance,
11. November 2024,Swissmedic,Guidance,Implementation Human Research Act 1. November 2024,
11. November 2024,Swissmedic,Guidance,Combined  Studies,
11. November 2024,Swissmedic,Directory,MembersÃƒâ€šÃ‚of the Human Medicines Expert Committee (HMEC),
11. November 2024,Swissmedic,Journal,Swissmedic Journal October 2024,
11. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Refinements to the Personalised Medical Device Framework,
11. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Medical practitioners' guide to up-classifying surgical mesh,
11. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,How to submit a custom-made medical device notification,
11. November 2024,USA Food & Drug Administration FDA,Update,Breakthrough Devices Metrics & Marketing Authorizations List,
11. November 2024,USA Food & Drug Administration FDA,Pilot,Split Real Time Application Review (STAR),
11. November 2024,USA Food & Drug Administration FDA,Initiative,Mechanism on Substandard and Falsified Medical Products,
4. November 2024,Egyptian Drug Authority,Declaration,Extension of the deadline for human pharmaceuticals,
4. November 2024,Egyptian Drug Authority,Guidance,Rules and Procedures for Re-registration of Human Medical Products,
4. November 2024,European Commission,Guidance,MDCG 2024-13 - Ethylene oxide (EtO) for sterilisation of medical devices,
4. November 2024,European Commission,Guidance,MDCG 2022-5 rev.1 - borderline medical devices & medicinal products,
4. November 2024,European Commission,Consultation,joint scientific consultations on medical devices & in vitro diagnostic devices,
4. November 2024,European Commission,Guidance,Q&A Obligation to inform in case of interruption or discontinuation of supply,
4. November 2024,European Medicines Agency,Guidance,Advice on the use of paclitaxel-coated devices in peripheral artery disease,
4. November 2024,European Medicines Agency,Guidance,Registration guide for UI and API users - veterinary medicinal products,
4. November 2024,European Medicines Agency,Report,mHealth Data for Real World Evidence in Regulatory Decision Making,
4. November 2024,European Medicines Agency,Guidance,Product Management Service (PMS) ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Frequently Asked Questions (FAQs),
4. November 2024,European Medicines Agency,Guidance,Application of the amended Variations Regulation from 1 January 2025,
4. November 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment CommitteeÃƒâ€šÃ‚(PRAC) 28-31 October 2024,
4. November 2024,European Directorate for the Quality of Medicines & HealthCare,News,Removal of expiry notifications from the EDQM DCEP Sharing Tool,
4. November 2024,"Health Sciences Authority (HSA), Singapore",Regulations,Health regulation,
4. November 2024,International Medical Device Regulators Forum,Consultation,Considerations for the Selection of IMDRF Adverse Event Terminology,
4. November 2024,International Medical Device Regulators Forum,White paper,White Paper on Developing a Regulatory Framework,
4. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,MHRA phase I accreditation scheme,
4. November 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Emerging Roadmap and transition provisions,
4. November 2024,"NMPA-National Medical Products Administration, Peoples Republic of China",Announcements,Application of Q&A on M12: Drug Interaction Studies,
4. November 2024,Saudi Food & Drug Authority,Guidance,Guidance on Innovative Medical Devices,
4. November 2024,Swissmedic,Forms,Forms for October 2024,
4. November 2024,Swissmedic,Guidance,Notifications devitalised human tissue,
4. November 2024,Swissmedic,Guidance,Anforderungen Ph. Helv. Substanzen,
4. November 2024,"Team Notified Body, Europe",Press Release,Team-NB views on implementation of MDR/IVDR Regulations,
4. November 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Good Clinical Practice (GCP) Inspection Program,
4. November 2024,USA Food & Drug Administration FDA,Guidance,Cybersecurity,
4. November 2024,USA Food & Drug Administration FDA,Guidance,M13A Bioequivalence for Immediate-Release Solid Oral Dosage Forms,
4. November 2024,USA Food & Drug Administration FDA,Executive Summ.,Total Product Lifecycle Considerations for Generative AI-Enabled Devices,
4. November 2024,USA Food & Drug Administration FDA,Journal,Perspective on the Regulation of Artificial Intelligence in HealthCare & Biomedicine,
4. November 2024,World Health Organisation WHO,Guidance,Regulatory Considerations for Artificial Intelligence in Health,
28. October 2024,Egyptian Drug Authority,Guidance,Eighth national guide to rationalize the use of antimicrobials,
28. October 2024,Egyptian Drug Authority,Guidance,Naming of Veterinary Pharmaceuticals 2024,
28. October 2024,European Commission,Update,Urgent Need to Revise the Medical Devices Regulation,
28. October 2024,European Commission,Letter,Letter of Concern - Heads of Medicines Agencies -HMA core group medical devices,
28. October 2024,European Commission,News,Medical Devices News Newsletter 3 | October 2024,
28. October 2024,European Medicines Agency,Medical devices,Expert panel advice at the request of the MDCG & EU Commission,
28. October 2024,European Medicines Agency,PECP,Class D in vitro diagnostic devices: expert panel views,
28. October 2024,European Medicines Agency,CECP,Class III and Class IIb medical devices: expert panel opinions,
28. October 2024,European Medicines Agency,Meeting,Pharmacovigilance Risk Assessment Committee 14-17. October 2024,
28. October 2024,European Medicines Agency,Guidance,Pilot on using clinical study data in medicine evaluation,
28. October 2024,European Medicines Agency,Guidance,Veterinary Medicinal Product Guidelines,
28. October 2024,European Directorate for the Quality of Medicines & HealthCare,Guidance,Essential oils in cosmetics:  Best practices for safety assessment,
28. October 2024,Association for the Advancement of Medical Instrumentation,Standard,ST58:2024; Chemical sterilization & high-level disinfection in health care facilities,
28. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Reference Medicinal Products (RMPs),
28. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Orphan medicinal products,
28. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Handling of Active Substance Master Files and Certificates of Suitability,
28. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Rolling review for marketing authorisation applications,
28. October 2024,Medicines and Healthcare products Regulatory Agency,Guidance,Conditional Marketing Authorisations,
28. October 2024,Medicines and Healthcare products Regulatory Agency,Regulation,Post-market Surveillance Requirements (Amendment) 2024,
28. October 2024,Swissmedic,Guidance,"Inspections - manufacturing, distributing medicinal products or collecting blood",
28. October 2024,Swissmedic,Forms,Forms for October 2024,
28. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Custom-made Medical Device and Patient-matched Medical Device Notification,
28. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Refinements to the Personalised Medical Device Framework,
28. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Understanding personalised medical devices rules (including 3D-printed devices),
28. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Export of medicines from Australia guidance,
28. October 2024,USA Food & Drug Administration FDA,Guidance,Review Drug Master Files in Advance of  ANDA Submissions Under GDUFA,
28. October 2024,USA Food & Drug Administration FDA,Guidance,Postoperative Nausea and Vomiting: Developing Drugs for Prevention,
28. October 2024,USA Food & Drug Administration FDA,Guidance,"Recommendations for Development of Blood Collection,Processing,& Storage",
28. October 2024,USA Food & Drug Administration FDA,Guidance,Core Patient-Reported Outcomes in Cancer Clinical Trials: Guidance for Industry,
28. October 2024,USA Food & Drug Administration FDA,Snapshot,Clinical Neurodevelopmental Safety Studies in Neonatal Product Development,
28. October 2024,USA Food & Drug Administration FDA,Guidance,FDA-NIH CLINICAL RESEARCH Glossary of Terms and Definitions,
28. October 2024,USA Food & Drug Administration FDA,Guidance,Drug Interaction Information in Prescription Drug & Biological Product Labeling,
28. October 2024,USA Food & Drug Administration FDA,Update,Investigational Device Exemption (IDE) Application,
28. October 2024,USA Food & Drug Administration FDA,Dataset,ParkinsonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Disease at the Center of New Dataset,
28. October 2024,USA Food & Drug Administration FDA,Update,Total Product Life Cycle Advisory Program (TAP),
28. October 2024,USA Food & Drug Administration FDA,Guidance,"Preparation, Packing, Holding of Tattoo Inks Risk of Microbial Contamination",
21. October 2024,European Commission,Update,Notified Bodies Overview,
21. October 2024,European Commission,Guidance,MDCG 2021-25 rev.1 - Application of MDR requirements to legacy devices,
21. October 2024,European Medicines Agency,Guidance,Applicants seeking access to PRIME scheme,
21. October 2024,European Medicines Agency,Fachtsheet,PRIME Paving the way for promising medicines for patients,
21. October 2024,European Medicines Agency,Plan,Change management - HMA-EMA joint Big Data Steering Group,
21. October 2024,European Medicines Agency,Newsflash,CTIS newsflash 8. October 2024,
21. October 2024,European Medicines Agency,Concept Paper,Clinical evaluation of therapeutic 4 radiopharmaceuticals in Oncology,
21. October 2024,European Medicines Agency,Guidance,Registration guide for UI and API users,
21. October 2024,European Medicines Agency,Guidance,Veterinary pharmacovigilance inspections,
21. October 2024,European Medicines Agency,Guidance,Implementation of the European Pharmacopoeia Supplement 11.7,
21. October 2024,"Health Sciences Authority (HSA),Singapore",Guidance,Post-marketing Vigilance Requirements for Therapautic Products,
21. October 2024,"Health Sciences Authority (HSA),Singapore",Reimbursement,MediShield Life Council's recommendations accepted - 2024 review,
21. October 2024,ISO (International Organization for Standardization),Standard,ISO Update September 1. to 30. 2024,
21. October 2024,Department of Health and Social Care,Roadmap,Design for Life Roadmap,
21. October 2024,MEDSAFE New Zealand,Guidance,Requirements for information for prescribers and consumers,
21. October 2024,NMPA-National Medical Products Administration Peoples Republic of China,Announcements,2 medical device standards: Brain-Computer Interface Technology,
21. October 2024,Swissmedic,Forms,Forms for October 2024,
21. October 2024,Swissmedic,Guidance,Fast-track & Temporary authorisation procedure for human medicinal products,
21. October 2024,Swissmedic,Guidance,Authorisation of medicinal gases,
21. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Requesting the Minister for Health to reconsider our initial decision,
21. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Our response to questions asked about the Essential Principles consultation,
21. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Nitrosamine impurities acceptable intakes update - October 2024,
21. October 2024,USA Food & Drug Administration FDA,Guidance,CDRH Proposed Guidances for Fiscal Year 2025 (FY2025),
21. October 2024,USA Food & Drug Administration FDA,Guidance,Endosseous Dental Implants and Endosseous Dental Implant Abutments,
21. October 2024,USA Food & Drug Administration FDA,Guidance,Frequently Asked Questions about Labeling for Prescription Medicines,
21. October 2024,USA Food & Drug Administration FDA,Guidance,Supersaturation to Support Urinary Tract Health claims for Adult Cat Food,
21. October 2024,USA Food & Drug Administration FDA,Guidance,Temporary Policies for Compounding Certain Parenteral Drug Products,
21. October 2024,USA Food & Drug Administration FDA,Guidance,Requests for Reconsideration at the Division Level Under GDUFA,
21. October 2024,USA Food & Drug Administration FDA,Guidance,FDA Releases Updated Biosimilar Curriculum Toolkit,
21. October 2024,USA Food & Drug Administration FDA,Guidance,Long-Term Clinical Neurodev. Safety Studies - Neonatal Product Development,
21. October 2024,USA Food & Drug Administration FDA,Regulation,QMSR Correction,
21. October 2024,USA Food & Drug Administration FDA,Report,Accelerating Rare Disease Cures (ARC) Program Year Two Annual Report,
21. October 2024,USA Food & Drug Administration FDA,Snapshots,Device Trial Participation Snapshots,
21. October 2024,World Health Organisation WHO,Guidance,"Patient navigation for early detection, diagnosis and treatment of breast cancer",
14. October 2024,Drug Regulatory Authority of Pakistan,Guidance,Switch over from Web Based One Customs (WEBOC),
14. October 2024,Egyptian Drug Authority,Guidance,Preclinical testing and Clinical Investigation for Medical devices,
14. October 2024,Egyptian Drug Authority,Guidance,Application for Reliance Pathway - Laboratory Testing of Medical Products,
14. October 2024,European Commission,Guidance,MDCG 2024-12 Guidance & Templates for Conformity Assessment,
14. October 2024,European Commission,Guidance,MDCG 2024-11 Guidance on qualification of in vitro diagnostic medical devices,
14. October 2024,European Commission,Update,Notified Body Update (50) MDR & (13) IVDR,
14. October 2024,European Commission,Regulation,Harmonised standard aseptic processing of health care products,
14. October 2024,European Commission,Regulation,Harmonised standard aseptic processing health care products & clinical studies,
14. October 2024,European Medicines Agency,Guidance,Pre-authorisation procedural advice for users of the centralised procedure,
14. October 2024,European Medicines Agency,Guidance,Implementation of ISO standards for (IDMP),
14. October 2024,European Medicines Agency,Guidance,"Mandate, objectives and rules of procedure GMP/GDP inspectors working group",
14. October 2024,European Medicines Agency,Updates,Veterinary Medicine. New Authorizations and Safety Updatesre,
14. October 2024,European Medicines Agency,Consultation,Network strategy to 2028,
14. October 2024,European Medicines Agency,Guidance,Overview of comments received onÃƒâ€šÃ‚ICHÃƒâ€šÃ‚M14,
14. October 2024,European Directorate for the Quality of Medicines & HealthCare,Consultation,Pharmeuropa 36.4 just released,
14. October 2024,European Directorate for the Quality of Medicines & HealthCare,Report,Certification Monthly Report,
14. October 2024,"Health & Youth Care Inspectorate, Netherlands",Call for Action,Medical Device Manufacturers - Implement an effective PMS system,
14. October 2024,International Pharmaceutical Excipients Council Federation(IPEC),Guidance,Good Distribution Practices (GDP),
14. October 2024,Medicines and Healthcare products Regulatory Agency,Plan,MHRA Corporate Plan 2023-26,
14. October 2024,Medicines and Healthcare products Regulatory Agency,Plan,Business Plan 2024/25,
14. October 2024,International Medical Device Regulators Forum,Meeting,"26th Meeting Seattle, Washington  - Outcome Statement",
14. October 2024,International Medical Device Regulators Forum,Guidance,Common Data Set for Adverse Event Data Exchange Between Regulators,
14. October 2024,South African Health Products Regulatory Authority,Announcement,South African & Australian health to share regulatory information,
14. October 2024,Swissmedic,Journal,Swissmedic Journal September 2024,
14. October 2024,Swissmedic,CorrigendÃƒÆ’Ã‚Â»m,Reprocessing of Medical Devices,
14. October 2024,Swissmedic,Annual Report,Potential for improvement in hospitals,
14. October 2024,"Therapeutic Goods Administration (TGA), Australia",Guidance,Advertising to health professionals,
14. October 2024,USA Food & Drug Administration FDA,Roadmap,WomenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Health Research Roadmap,
14. October 2024,USA Food & Drug Administration FDA,Guidance,Pharmaceutical Quality/Chemistry Manufacturing and Controls (PQ/CMC),
14. October 2024,USA Food & Drug Administration FDA,Podcast,Considerations of Drug Products that Contain Nano Materials,
14. October 2024,USA Food & Drug Administration FDA,Exemption,FDA Grants Exemption to Connected Trading Partners,
7. October 2024,ANVISA Brazil,Announcement,Anvisa and USA FDA sign Confidentiality Agreement,
